EXCHANGE DATE,AFIN,AINM,ALLI,AMMB,ANCR,APES,BIMB,BMYS,CIMB,ECMI,ELKD,HLBB,HLCB,INSS,JHHS,KCDS,KNNK,LOND,MAAS,MBBM,MBSS,MNLF,MNRB,MPHB,PACO,PUBM,REDI,RHBC,TAKA,TUNE
3/11/2021,1.69,13,2.72,3.22,14.36,0.9,2.884,6.98,5.07,0.195,1.4,17.98,17.6,1.05,0.09,1.93,1.27,13.96,0.685,8,0.635,2.37,1.27,1.34,0.93,4.04,1.81,5.4,3.77,0.5
4/11/2021,1.69,13,2.72,3.22,14.36,0.9,2.884,6.98,5.07,0.195,1.4,17.98,17.6,1.05,0.09,1.93,1.27,13.96,0.685,8,0.635,2.37,1.27,1.34,0.93,4.04,1.81,5.4,3.77,0.5
5/11/2021,1.67,12.98,2.76,3.22,14.98,0.84,2.817,6.83,5.07,0.195,1.4,18.02,17.5,1.05,0.09,1.91,1.26,13.96,0.67,8.01,0.62,2.35,1.26,1.34,0.93,4.03,1.905,5.39,3.69,0.495
8/11/2021,1.69,13.02,2.71,3.25,14.7,0.84,2.75,6.9,5.07,0.18,1.4,18.04,17.5,1.06,0.09,1.84,1.26,13.94,0.685,8.01,0.625,2.36,1.26,1.32,0.915,4.04,1.87,5.38,3.66,0.505
9/11/2021,1.7,13,2.71,3.22,14.46,0.81,2.769,6.82,5.02,0.18,1.4,18.1,17.46,1.12,0.09,1.81,1.26,13.98,0.69,7.99,0.62,2.31,1.25,1.31,0.92,4.03,1.895,5.38,3.65,0.5
10/11/2021,1.68,13.1,2.7,3.22,14.5,0.81,2.769,6.79,5,0.185,1.4,18,17.44,1.11,0.09,1.8,1.27,13.98,0.705,7.99,0.62,2.33,1.24,1.31,0.925,4.02,1.925,5.35,3.58,0.5
11/11/2021,1.67,13.04,2.71,3.18,14.46,0.93,2.75,6.79,5.01,0.19,1.42,18.14,17.5,1.2,0.09,1.77,1.26,13.98,0.705,8,0.62,2.35,1.24,1.34,0.915,4.02,1.96,5.35,3.64,0.5
12/11/2021,1.67,13.2,2.72,3.19,14.44,0.93,2.769,6.82,5.04,0.19,1.42,18.22,17.54,1.2,0.09,1.82,1.26,13.98,0.705,8.11,0.62,2.36,1.24,1.34,0.93,4.02,1.94,5.38,3.68,0.505
15/11/2021,1.68,13.1,2.7,3.19,14.4,0.93,2.76,6.82,5.01,0.19,1.42,18.14,17.32,1.19,0.085,1.83,1.26,13.96,0.705,8.1,0.62,2.26,1.23,1.33,0.915,4.01,1.94,5.36,3.76,0.515
16/11/2021,1.68,13.18,2.7,3.17,14.4,0.93,2.75,6.8,5.02,0.19,1.39,18.14,17.4,1.16,0.085,1.81,1.27,13.94,0.72,8.09,0.615,2.27,1.23,1.32,0.935,4.02,1.94,5.34,3.65,0.525
17/11/2021,1.67,13.04,2.71,3.22,14.4,0.93,2.75,6.73,5.07,0.18,1.38,18.16,17.5,1.14,0.09,1.84,1.26,13.92,0.7,8.07,0.61,2.28,1.22,1.32,0.93,4.05,1.905,5.33,3.61,0.51
18/11/2021,1.66,13.04,2.71,3.19,14.48,0.93,2.76,6.62,5.08,0.19,1.37,18.24,17.26,1.17,0.09,1.84,1.26,13.88,0.71,8.04,0.615,2.28,1.21,1.38,0.93,4.05,1.9,5.33,3.61,0.47
19/11/2021,1.68,13.04,2.71,3.23,14.28,0.93,2.779,6.58,5.1,0.19,1.36,18.32,17,1.16,0.09,1.83,1.26,13.9,0.705,8.08,0.635,2.31,1.21,1.36,0.935,4.07,1.915,5.34,3.65,0.475
22/11/2021,1.68,13.04,2.71,3.17,14.06,0.93,2.827,6.6,5.16,0.18,1.37,18.34,17.1,1.17,0.09,1.8,1.25,13.92,0.68,8.15,0.625,2.3,1.2,1.32,0.935,4.07,1.94,5.33,3.67,0.46
23/11/2021,1.7,13.02,2.74,3.15,13.98,0.83,2.827,6.42,5.19,0.18,1.37,18.3,17.1,1.14,0.09,1.87,1.24,13.92,0.68,8.16,0.62,2.26,1.21,1.32,0.92,4.07,1.895,5.33,3.68,0.465
24/11/2021,1.71,13,2.75,3.17,14,0.91,2.827,6.42,5.19,0.18,1.36,18.28,17.28,1.09,0.09,1.87,1.24,13.94,0.675,8.12,0.62,2.26,1.2,1.35,0.92,4.07,1.86,5.31,3.63,0.46
25/11/2021,1.7,12.86,2.75,3.23,13.98,0.91,2.827,6.52,5.17,0.17,1.37,18.32,17.3,1.07,0.085,1.87,1.24,13.94,0.675,8.11,0.62,2.26,1.2,1.31,0.94,4.02,1.86,5.33,3.59,0.45
26/11/2021,1.68,12.82,2.76,3.15,13.82,0.91,2.846,6.48,5.1,0.17,1.36,18.3,17.3,1.03,0.085,1.76,1.25,13.9,0.675,8.1,0.62,2.2,1.17,1.32,0.92,4,1.795,5.26,3.59,0.42
29/11/2021,1.65,12.8,2.82,3.08,13.4,0.95,2.789,6.41,5.11,0.17,1.34,18.2,17.24,1,0.085,1.8,1.21,13.8,0.65,8.05,0.605,2.2,1.14,1.33,0.93,3.96,1.79,5.26,3.54,0.405
30/11/2021,1.67,12.74,2.88,3.16,12.9,0.95,2.808,6.45,5.18,0.17,1.35,18.08,17.2,1.03,0.085,1.77,1.21,13.86,0.63,7.98,0.59,2.35,1.15,1.3,0.93,3.94,1.845,5.28,3.64,0.415
1/12/2021,1.65,12.56,2.88,3.09,13.54,1.05,2.798,6.38,5.03,0.175,1.35,18.18,17.38,1.07,0.09,1.77,1.21,13.82,0.61,7.95,0.565,2.35,1.15,1.3,0.925,3.91,1.83,5.24,3.73,0.42
2/12/2021,1.63,12.58,2.84,3.15,13.4,1.1,2.789,6.41,5.16,0.18,1.36,18.2,17.36,1,0.085,1.85,1.2,13.72,0.6,7.95,0.555,2.33,1.14,1.3,0.915,3.91,1.785,5.24,3.68,0.405
3/12/2021,1.63,12.58,2.84,3.15,13.4,1.1,2.789,6.41,5.16,0.18,1.36,18.2,17.36,1,0.085,1.85,1.2,13.72,0.6,7.95,0.555,2.33,1.14,1.3,0.915,3.91,1.785,5.24,3.68,0.405
6/12/2021,1.62,12.64,2.89,3.15,13.4,1.15,2.779,6.42,5.24,0.17,1.32,17.86,17.2,0.99,0.085,1.85,1.2,13.78,0.6,7.99,0.55,2.33,1.14,1.3,0.92,3.88,1.765,5.25,3.61,0.405
7/12/2021,1.63,12.56,2.89,3.2,13.26,1.15,2.769,6.39,5.3,0.17,1.33,17.98,17.14,1.04,0.08,1.85,1.17,13.78,0.6,8.1,0.54,2.33,1.15,1.32,0.895,3.99,1.76,5.35,3.63,0.415
8/12/2021,1.66,12.76,2.9,3.23,13.22,1.1,2.808,6.4,5.28,0.17,1.33,18,17.1,1.03,0.08,1.83,1.17,13.82,0.62,8.1,0.54,2.33,1.15,1.32,0.92,3.98,1.785,5.38,3.61,0.415
9/12/2021,1.66,12.68,2.92,3.22,13.3,1.11,2.779,6.42,5.24,0.17,1.32,18,17.1,1.01,0.08,1.78,1.17,13.86,0.6,8.11,0.535,2.37,1.16,1.29,0.91,3.99,1.775,5.42,3.6,0.405
10/12/2021,1.67,12.72,2.87,3.19,13.22,1.1,2.683,6.41,5.18,0.17,1.29,17.98,17.06,1.01,0.08,1.75,1.17,13.84,0.58,8.12,0.53,2.28,1.16,1.34,0.915,3.99,1.77,5.35,3.6,0.41
13/12/2021,1.65,12.72,2.89,3.19,13.02,1.1,2.789,6.56,5.24,0.17,1.3,18.28,17.12,1.01,0.08,1.75,1.15,13.88,0.58,8.18,0.53,2.36,1.16,1.3,0.935,4,1.79,5.38,3.59,0.415
14/12/2021,1.65,12.8,2.78,3.13,13.06,1.1,2.76,6.43,5.14,0.17,1.3,18.08,17,1,0.075,1.7,1.15,13.8,0.575,8.09,0.515,2.36,1.16,1.27,0.94,4,1.795,5.36,3.56,0.415
15/12/2021,1.65,12.74,2.79,3.21,13.06,1.09,2.76,6.36,5.16,0.17,1.3,18.12,17,0.99,0.08,1.72,1.14,13.76,0.575,8.1,0.53,2.36,1.13,1.28,0.94,4.01,1.785,5.31,3.59,0.42
16/12/2021,1.66,12.76,2.89,3.14,13.2,1.06,2.779,6.35,5.23,0.17,1.3,18.78,16.98,1.01,0.08,1.7,1.15,14.2,0.6,8.11,0.525,2.31,1.15,1.29,0.93,4.03,1.79,5.3,3.58,0.42
17/12/2021,1.67,12.98,2.9,3.17,13.2,1.04,2.741,6.25,5.32,0.17,1.3,18.86,16.9,0.995,0.08,1.7,1.15,13.96,0.6,8.08,0.52,2.32,1.13,1.33,0.94,4.08,1.775,5.3,3.58,0.415
20/12/2021,1.66,12.68,2.83,3.13,13.04,1.05,2.779,6.17,5.29,0.17,1.3,18.56,17,0.97,0.08,1.83,1.15,14.06,0.65,8.11,0.54,2.32,1.11,1.33,0.945,4.07,1.76,5.29,3.59,0.41
21/12/2021,1.66,12.88,2.87,3.13,13.08,1.05,2.76,6.18,5.33,0.17,1.3,18.56,17,0.98,0.085,1.86,1.15,14,0.58,8.14,0.535,2.31,1.12,1.31,0.94,4.08,1.76,5.3,3.63,0.405
22/12/2021,1.65,12.8,2.81,3.14,13.08,1.02,2.741,6.2,5.38,0.16,1.31,18.5,17.2,0.98,0.085,1.86,1.15,14.06,0.58,8.22,0.54,2.29,1.11,1.31,0.945,4.1,1.775,5.3,3.62,0.41
23/12/2021,1.65,12.8,2.85,3.19,13.3,1.07,2.81,6.27,5.36,0.16,1.31,18.46,17.38,0.985,0.08,1.84,1.15,14.04,0.58,8.25,0.54,2.29,1.12,1.27,0.935,4.14,1.785,5.3,3.64,0.415
24/12/2021,1.67,12.76,2.85,3.17,13.6,1.02,2.82,6.3,5.36,0.16,1.3,18.5,17.36,0.98,0.08,1.84,1.15,14.1,0.58,8.25,0.555,2.28,1.12,1.28,0.945,4.12,1.8,5.32,3.69,0.425
27/12/2021,1.68,12.82,2.86,3.2,13.4,1,2.84,6.39,5.39,0.16,1.32,18.66,17.26,0.99,0.085,1.8,1.15,14.1,0.6,8.3,0.56,2.28,1.14,1.33,0.925,4.15,1.885,5.35,3.71,0.425
28/12/2021,1.68,12.8,2.89,3.21,13.5,1.02,2.91,6.46,5.42,0.16,1.34,18.6,17.6,1,0.085,1.75,1.15,14.08,0.6,8.3,0.555,2.28,1.14,1.3,0.925,4.18,1.885,5.34,3.74,0.43
29/12/2021,1.75,12.78,2.87,3.22,13.42,1.02,2.95,6.61,5.43,0.16,1.32,18.68,17.52,1,0.085,1.77,1.15,14.1,0.6,8.33,0.56,2.28,1.14,1.3,0.94,4.19,1.92,5.37,3.64,0.425
30/12/2021,1.74,12.78,2.86,3.16,13.5,1.1,2.98,6.58,5.41,0.18,1.32,18.44,17.28,0.96,0.085,1.8,1.16,14.1,0.65,8.3,0.535,2.28,1.13,1.29,0.935,4.15,1.925,5.34,3.62,0.42
31/12/2021,1.73,12.86,2.86,3.17,13.62,1.1,3,6.55,5.45,0.18,1.32,18.62,17.34,0.97,0.085,1.8,1.17,14.06,0.65,8.3,0.535,2.3,1.12,1.28,0.94,4.16,1.885,5.37,3.7,0.425
